country,region,population,article_title,revision_id,article_quality
Timor Leste,Timor Leste,1.4,Maria Terezinha Viegas,1279748587,Start
Ecuador,Ecuador,17.1,Luzmila Abad,1289401247,Start
Ecuador,Ecuador,17.1,Julio Martinez Acosta,1063826046,Stub
Ecuador,Ecuador,17.1,Carlos Arizaga Toral,1144607414,Stub
Ecuador,Ecuador,17.1,Aurora Estrada y Ayala,1228548720,Start
Ecuador,Ecuador,17.1,Fernando Balda,1249104032,Start
Ecuador,Ecuador,17.1,María Sol Corral,1057508526,Start
Ecuador,Ecuador,17.1,Jaime Durán Barba,1275186523,C
Ecuador,Ecuador,17.1,Xavier Enderica,1083598724,Start
Ecuador,Ecuador,17.1,Isabel Enriquez,1283634364,Start
Ecuador,Ecuador,17.1,Ibeth Estupiñán,1136109174,Start
Ecuador,Ecuador,17.1,Guillermo Franco (Ecuadorian general),1024439645,Start
Ecuador,Ecuador,17.1,Galo Lara,1137036107,Start
Ecuador,Ecuador,17.1,Andrea González Náder,1246187446,Start
Ecuador,Ecuador,17.1,Pablo Guerrero Martinez,1115223375,Start
Ecuador,Ecuador,17.1,Agustín Intriago,1227064456,C
Ecuador,Ecuador,17.1,Jaminton Intriago,1024161589,Start
Ecuador,Ecuador,17.1,Roberto Izurieta,1005378407,C
Ecuador,Ecuador,17.1,Marcel Jacobo Laniado de Wind,1089854118,C
Ecuador,Ecuador,17.1,Luis A. Martínez,1161564512,Start
Ecuador,Ecuador,17.1,Pedro Moncayo,1271560366,Stub
Ecuador,Ecuador,17.1,Mayra Montaño,1264807194,Start
Ecuador,Ecuador,17.1,Fabrizio Moreira,1073550864,C
Ecuador,Ecuador,17.1,Diego Morejón,1030815981,Stub
Ecuador,Ecuador,17.1,Catalina Ontaneda,1142463683,Start
Ecuador,Ecuador,17.1,Johanna Ortiz,1069745246,Start
Ecuador,Ecuador,17.1,Mónica Palencia,1143379817,Start
Ecuador,Ecuador,17.1,Ismael Pérez Pazmiño,1239780055,Stub
Ecuador,Ecuador,17.1,Filoteo Samaniego,1299272887,Start
Ecuador,Ecuador,17.1,Gabriela Sommerfeld,1187536261,Start
Ecuador,Ecuador,17.1,Arianna Tanca,1169236897,Start
Ecuador,Ecuador,17.1,Alfredo Vera Vera,1210289043,Stub
Ecuador,Ecuador,17.1,Paola Vintimilla,1037466180,Start
Ecuador,Ecuador,17.1,Mariana Yumbay,1217080150,Start
Egypt,Egypt,105.2,Ahmad Pasha al-Munkali,1107307386,Start
Egypt,Egypt,105.2,Ahmed Issa (Egyptian politician),1038856701,Start
Egypt,Egypt,105.2,Hamdi al-Sayyid,1025472101,Stub
Egypt,Egypt,105.2,Mohsen Badawi,1276284674,Start
Egypt,Egypt,105.2,Abdelfattah al-Banna,1026942709,Stub
Egypt,Egypt,105.2,Joseph Cattaui,1006807512,C
Egypt,Egypt,105.2,Khaled Dawoud,1182961458,Start
Egypt,Egypt,105.2,Nabil Dibis,1071933758,Stub
Egypt,Egypt,105.2,Ahmed Emad El-Din Radi,1207587571,Stub
Egypt,Egypt,105.2,Sameh Seif El-Yazal,1274994255,Start
Egypt,Egypt,105.2,Ibrahim El-Gohary,1035133921,Start
Egypt,Egypt,105.2,Mamdouh Habib,1091351261,B
Egypt,Egypt,105.2,Rafik Habib,1198031666,Start
Egypt,Egypt,105.2,Hisham Amna,1224103946,Stub
Egypt,Egypt,105.2,Mohamed Ismail,1146394749,Stub
Egypt,Egypt,105.2,Khaled Aly el-Bakly,1044188817,Stub
Egypt,Egypt,105.2,Mostafa Madbouly,1144533959,GA
Egypt,Egypt,105.2,Mahmoud Ahmad Ibiary,1207060106,Start
Egypt,Egypt,105.2,Mahmoud Esmat,1204553219,Stub
Egypt,Egypt,105.2,Mona Makram-Ebeid,1064993440,Start
Egypt,Egypt,105.2,Gawdat al-Malt,1035443078,Start
Egypt,Egypt,105.2,Ahmad Mazlum,1015104766,Start
Egypt,Egypt,105.2,George Messiha,1137262146,Stub
Egypt,Egypt,105.2,Mohamed Maait,1275963846,Start
Egypt,Egypt,105.2,Mostafa Alnagar,1259958661,C
Egypt,Egypt,105.2,Omar Marwan,1030584818,Start
Egypt,Egypt,105.2,Qatawi family,1121822402,C
Egypt,Egypt,105.2,Diaa Rashwan,1172864976,Start
Egypt,Egypt,105.2,Talaat Sadat,1191863474,Start
Egypt,Egypt,105.2,Soares family,1098045671,C
Egypt,Egypt,105.2,Soha Gendi,1151152737,Stub
Egypt,Egypt,105.2,Youssef Zulficar Pasha,1017944002,C
United Arab Emirates,United Arab Emirates,9.5,Abdullah Omran Taryam,1004746662,Start
United Arab Emirates,United Arab Emirates,9.5,Ahmed bin Mohammed Al Maktoum,1239680324,Start
United Arab Emirates,United Arab Emirates,9.5,Mohamed bin Hadi Al Hussaini,1183816705,C
United Arab Emirates,United Arab Emirates,9.5,Hassan al Diqqi,1163030231,C
United Arab Emirates,United Arab Emirates,9.5,Ahmed bin Rashid Al Maktoum,1012579611,Start
United Arab Emirates,United Arab Emirates,9.5,Ahmed bin Saeed Al Maktoum,1187920115,C
United Arab Emirates,United Arab Emirates,9.5,Mohammed bin Khalifa Al Maktoum,1263045779,Stub
United Arab Emirates,United Arab Emirates,9.5,Saeed bin Maktoum bin Hasher Al Maktoum,1141151999,GA
United Arab Emirates,United Arab Emirates,9.5,Hawaa Al Mansoori,1211145106,GA
United Arab Emirates,United Arab Emirates,9.5,Mohammed bin Saud Al Qasimi,1126805225,Start
United Arab Emirates,United Arab Emirates,9.5,Hamed bin Zayed Al Nahyan,1078376973,C
United Arab Emirates,United Arab Emirates,9.5,Khaled bin Mohamed Al Nahyan,1059023612,C
United Arab Emirates,United Arab Emirates,9.5,Mohammed bin Khalifa bin Zayed Al Nahyan,1086125920,Stub
United Arab Emirates,United Arab Emirates,9.5,Mohamed bin Zayed Al Nahyan,1038059394,B
United Arab Emirates,United Arab Emirates,9.5,Saeed bin Zayed Al Nahyan,1112447129,Start
United Arab Emirates,United Arab Emirates,9.5,Saqr bin Zayed Al Nahyan,1261413937,Stub
United Arab Emirates,United Arab Emirates,9.5,Shakhbut bin Sultan Al Nahyan,1074142941,Start
United Arab Emirates,United Arab Emirates,9.5,Mohammed Hussein Al Shaali,1155661374,Stub
United Arab Emirates,United Arab Emirates,9.5,Abdulaziz Nasser Al Shamsi,1298802954,Start
United Arab Emirates,United Arab Emirates,9.5,Ahmad Al Tayer,1069135237,Stub
United Arab Emirates,United Arab Emirates,9.5,Vice President of the United Arab Emirates,1088354871,Start
Equatorial Guinea,Equatorial Guinea,1.7,Felipe Hinestrosa Ikaka,1199983970,Stub
Equatorial Guinea,Equatorial Guinea,1.7,Manuel Osa Nsue Nsua,1171752390,C
Eritrea,Eritrea,3.7,Ahmed Mohammed Nasser,1219699062,Start
Eritrea,Eritrea,3.7,Ambaye Wolde Mariam,1120674155,C
Eritrea,Eritrea,3.7,Girma Asmerom,1205454828,Start
Eritrea,Eritrea,3.7,Tedla Bairu,1040757454,Stub
Eritrea,Eritrea,3.7,Hamid Ferej,1054621270,Stub
Eritrea,Eritrea,3.7,Berhane Habtemariam,1063820013,Stub
Eritrea,Eritrea,3.7,Habtezion Hadgu,1010574448,Start
Eritrea,Eritrea,3.7,Ibrahim Harun,1051755915,Stub
Eritrea,Eritrea,3.7,Ibrahim Harun,1223131216,Stub
Ethiopia,Ethiopia,126.5,Ibrahim Harun,1190322256,Stub
Ethiopia,Ethiopia,126.5,Ibrahim Harun,1268425601,Stub
Eritrea,Eritrea,3.7,Abraha Kassa,1239821268,Stub
Eritrea,Eritrea,3.7,Abdulkadir Kebire,1191829781,C
Eritrea,Eritrea,3.7,Abraham Kidane,1253065777,Stub
Eritrea,Eritrea,3.7,Mohammed Saeed Nawed,1256145369,Stub
Eritrea,Eritrea,3.7,Ibrahim Omer,1279493409,C
Eritrea,Eritrea,3.7,Ali Radai,1019728738,Stub
Eritrea,Eritrea,3.7,Romodan Mohammed Nur,1277495900,Start
Estonia,Estonia,1.4,Lehte Hainsalu,1123639154,Start
Estonia,Estonia,1.4,Carl Robert Jakobson,1258312027,Start
Estonia,Estonia,1.4,August Janson,1203532494,Stub
Estonia,Estonia,1.4,Elmar Järvesoo,1189694633,Start
Estonia,Estonia,1.4,Harald Laksberg,1058855587,Stub
Estonia,Estonia,1.4,Jüri Liim,1279078646,Stub
Estonia,Estonia,1.4,Andi Meister,1027922368,Stub
Estonia,Estonia,1.4,Friedrich Niggol,1003837305,Start
Estonia,Estonia,1.4,Andrei Prii,1024295894,Stub
Estonia,Estonia,1.4,Theodor Rõuk,1240676833,Stub
Estonia,Estonia,1.4,Toomas Sildmäe,1223039164,Start
Estonia,Estonia,1.4,Heino Sisask,1289876495,Stub
Estonia,Estonia,1.4,Ants Tamme,1141227632,Stub
Estonia,Estonia,1.4,Kirill Teiter,1092835256,Stub
Estonia,Estonia,1.4,Georg Trašanov,1180183292,Stub
Ethiopia,Ethiopia,126.5,Atnafu Abate,1183098094,C
Ethiopia,Ethiopia,126.5,Abdirahman Eid Daahir,1250251833,Start
Ethiopia,Ethiopia,126.5,Mohamed Abdulghani,1252396896,Stub
Ethiopia,Ethiopia,126.5,Abraham Tekeste,1268467507,Start
Ethiopia,Ethiopia,126.5,Agegnehu Teshager,1177007614,Start
Ethiopia,Ethiopia,126.5,Almayahu Haile,1117722794,Start
Ethiopia,Ethiopia,126.5,Getachew Assefa,1071593097,Start
Ethiopia,Ethiopia,126.5,Habtamu Ayalew Teshome,1000444489,GA
Ethiopia,Ethiopia,126.5,Lake Ayalew,1192434243,Stub
Ethiopia,Ethiopia,126.5,Saharla Abdulahi Bahdon,1248057701,Stub
Ethiopia,Ethiopia,126.5,Juneidi Basha,1098351518,Start
Ethiopia,Ethiopia,126.5,Binalf Andualem,1185704058,Stub
Ethiopia,Ethiopia,126.5,Mekdes Daba,1079180225,Stub
Ethiopia,Ethiopia,126.5,Darge Sahle Selassie,1193498468,C
Ethiopia,Ethiopia,126.5,Asrat Desta,1233393086,Start
Ethiopia,Ethiopia,126.5,Ergoge Tesfaye,1111916272,Start
Ethiopia,Ethiopia,126.5,Fitsum Assefa,1085867883,Stub
Ethiopia,Ethiopia,126.5,Demelash Gebremichael,1181169010,Start
Ethiopia,Ethiopia,126.5,Alimirah Hanfare,1278977024,GA
Ethiopia,Ethiopia,126.5,Mawlid Hayir,1096158343,Stub
Ethiopia,Ethiopia,126.5,Adem Ibrahim,1150061101,Stub
Ethiopia,Ethiopia,126.5,Kemal Hashi Mohamoud,1291682261,Start
Ethiopia,Ethiopia,126.5,Kitaw Ejigu,1069178809,C
Ethiopia,Ethiopia,126.5,Lencho Letta,1255842853,Start
Ethiopia,Ethiopia,126.5,Getahun Mekuria,1193012328,Start
Ethiopia,Ethiopia,126.5,Melatework Hailu,1271196410,Stub
Ethiopia,Ethiopia,126.5,Mogus Wolde Mikael,1295169430,Start
Ethiopia,Ethiopia,126.5,Adem Mohammed,1163688717,Stub
Ethiopia,Ethiopia,126.5,Jawar Mohammed,1290782263,C
Ethiopia,Ethiopia,126.5,Belete Molla,1184692844,Start
Ethiopia,Ethiopia,126.5,Mulu Solomon,1093337756,Stub
Ethiopia,Ethiopia,126.5,Su'ad Ahmed Farah,1167066066,Stub
Ethiopia,Ethiopia,126.5,Tadesse Birru,1156770747,C
Ethiopia,Ethiopia,126.5,Frehiwot Tamiru,1114123767,Start
Ethiopia,Ethiopia,126.5,Taye Atskeselassie,1246794639,Stub
Ethiopia,Ethiopia,126.5,Habtamu Tegegne,1107552210,Stub
Ethiopia,Ethiopia,126.5,Tekle Wolde Hawaryat,1259206749,Start
Ethiopia,Ethiopia,126.5,Teklewold Atnafu,1124665422,Start
Ethiopia,Ethiopia,126.5,Temesgen Tiruneh,1251879447,Start
Ethiopia,Ethiopia,126.5,Tsegaye Mamo,1003536796,Stub
Ethiopia,Ethiopia,126.5,Andargachew Tsege,1162747074,C
Ethiopia,Ethiopia,126.5,Yilkal Kefale,1164820746,Stub
Ethiopia,Ethiopia,126.5,Sophia Yilma,1253832852,C
Finland,Finland,5.6,Erik Berg (politician),1269166169,Stub
Finland,Finland,5.6,Arthur Brofeldt,1108987828,Stub
Finland,Finland,5.6,Anders Chydenius,1090487298,C
Finland,Finland,5.6,Selim Ekbom,1104555168,Stub
Finland,Finland,5.6,Simon Ekpa,1230925822,GA
Finland,Finland,5.6,Erik Fleming (councilor),1190955706,Stub
Finland,Finland,5.6,Klaus Fleming,1238002105,Start
Finland,Finland,5.6,Timo Furuholm,1160860299,C
Finland,Finland,5.6,Jakob Gadolin,1075799857,Start
Finland,Finland,5.6,Mikhail Fyodorovich Ganskau,1170460683,Stub
Finland,Finland,5.6,Carl Axel Gottlund,1150801887,C
Finland,Finland,5.6,Lars Gabriel von Haartman,1196711499,Start
Finland,Finland,5.6,Ilkka Hakalehto,1190461530,Stub
Finland,Finland,5.6,Shawn Huff,1070127476,C
Finland,Finland,5.6,Max Jakobson,1255481157,Start
Finland,Finland,5.6,Fritz Arthur Jusélius,1279548995,Stub
Finland,Finland,5.6,Aleksander von Kothen,1049001890,Stub
Finland,Finland,5.6,Paul Kraatz,1249206690,Stub
Finland,Finland,5.6,Antti Kuosmanen,1072131272,Stub
Finland,Finland,5.6,Carl Fabian Langenskiöld,1082583946,Stub
Finland,Finland,5.6,Reino Ragnar Lehto,1241914361,Stub
Finland,Finland,5.6,Keijo Liinamaa,1207522751,Start
Finland,Finland,5.6,Olavi Mäenpää,1021564128,Start
Finland,Finland,5.6,Nils Mustelin,1147000581,Start
Finland,Finland,5.6,Johan Mauritz Nordenstam,1238452095,C
Finland,Finland,5.6,Jaakko Numminen,1218342429,Stub
Finland,Finland,5.6,Kirsi Piha,1096182617,Stub
Finland,Finland,5.6,Toivo Topias Pohjala,1192324997,Stub
Finland,Finland,5.6,Karl August Ramsay,1049004019,Stub
Finland,Finland,5.6,Elisabeth Rehn,1204073828,C
Finland,Finland,5.6,Matti Saarinen,1184441340,Stub
Finland,Finland,5.6,Georg Magnus Sprengtporten,1146816897,GA
Finland,Finland,5.6,Jacob Magnus Sprengtporten,1277658587,C
Finland,Finland,5.6,Jacob Magnus Sprengtporten,1259604515,C
Sweden,Sweden,10.5,Jacob Magnus Sprengtporten,1103614494,C
Sweden,Sweden,10.5,Jacob Magnus Sprengtporten,1205832922,C
Finland,Finland,5.6,Aleksander Strandman,1121370342,Stub
Finland,Finland,5.6,Christoffer Taxell,1025041497,Start
Finland,Finland,5.6,Heikki Heikinpoika Vaanila,1069360441,Stub
Finland,Finland,5.6,Jaana Vasama,1147816659,Stub
Finland,Finland,5.6,Miranda Vuolasranta,1207419504,Start
Finland,Finland,5.6,Nils Westermarck,1285350217,Start
Finland,Finland,5.6,Anders Wirenius,1243296802,Stub
Finland,Finland,5.6,Konni Zilliacus (senior),1292077936,Start
France,France,65.9,Pierre Baudis,1037243300,Start
France,France,65.9,Jean-François Bazin,1185104978,Start
France,France,65.9,Soheib Bencheikh,1094080906,Start
France,France,65.9,Georges Berthoin,1197066093,Stub
France,France,65.9,Albert Bourderon,1098446731,C
France,France,65.9,Bureau de La Rivière,1036679236,Start
France,France,65.9,Étienne-Laurent-Pierre Burnel,1085540425,Start
France,France,65.9,Jean Capelle (politician),1182502611,Stub
France,France,65.9,Ignace Caseneuve,1118767069,Start
France,France,65.9,Charles Cassal,1205893139,Stub
France,France,65.9,Eddy Casterman,1238251271,Start
France,France,65.9,Jacques la Caze,1225534053,Stub
France,France,65.9,Jean Charbonnel,1187866654,Stub
France,France,65.9,Jean Auguste de Chastenet de Puységur,1249136712,Stub
France,France,65.9,Pierre-Jean-Baptiste Chaussard,1159288526,Start
France,France,65.9,Henri Philippe de Chauvelin,1098911939,Stub
France,France,65.9,Denis Clavel,1215462800,Start
France,France,65.9,Bruno Clavet,1112376194,Stub
France,France,65.9,Maurice Colrat,1262770610,Stub
France,France,65.9,Jean Cotereau,1293440181,Start
France,France,65.9,Paul Cotte,1017867984,Stub
France,France,65.9,Michel Craplet,1118218780,Stub
France,France,65.9,Jacques Antoine Creuzé-Latouche,1182954157,C
France,France,65.9,Yves de Daruvar,1158434731,Stub
France,France,65.9,Sandra Delannoy,1227618133,Stub
France,France,65.9,Victor Denain,1178672873,Start
France,France,65.9,Louis Grégoire Deschamps Destournelles,1252010835,C
France,France,65.9,Martial Borye Desrenaudes,1031658994,Stub
France,France,65.9,Nicolas du Bosc,1198428662,Start
France,France,65.9,Guillaume du Tillot,1216431233,C
France,France,65.9,Théodore Ducos,1160291497,Start
France,France,65.9,Édouard Dunglas,1040454184,C
France,France,65.9,Jules-François-Paul Fauris de Saint-Vincens,1063947861,Start
France,France,65.9,Jacques Fournier (government official),1107381663,Start
France,France,65.9,Jean Frydman,1204249957,Start
France,France,65.9,Xavier de Fürst,1014730601,Stub
France,France,65.9,Charles Ganilh,1031044749,Start
France,France,65.9,Agénor de Gasparin,1123942822,C
France,France,65.9,Joseph Matthias Gérard de Rayneval,1070450442,Start
France,France,65.9,Charles Le Bègue de Germiny,1222208376,C
France,France,65.9,Roland Giberti,1060254602,Stub
France,France,65.9,Brigitte Girardin,1263553635,Start
France,France,65.9,Madeleine de Grandmaison,1081329324,Stub
France,France,65.9,Jean-Henry-Louis Greffulhe,1049516066,Stub
France,France,65.9,Alain Griset,1198535462,Start
France,France,65.9,Odette Grzegrzulka,1000208598,Start
France,France,65.9,Guillaume IV de Melun,1196564804,Stub
France,France,65.9,Joseph-Ignace Guillotin,1133378663,C
France,France,65.9,Joseph Guinard,1198160416,Stub
France,France,65.9,Maurice d'Hartoy,1254812061,Stub
France,France,65.9,Guy Hascoët,1147245719,Stub
France,France,65.9,Paul Hay du Chastelet,1255664170,Stub
France,France,65.9,Georges Humann,1214652573,GA
France,France,65.9,Philippe Hurault de Cheverny,1143404848,Stub
France,France,65.9,Jean Louvet (politician),1168675434,Stub
France,France,65.9,Étienne de La Grange,1167272874,Stub
France,France,65.9,Guillaume-Xavier Labbey de Pompières,1025931122,GA
France,France,65.9,Joachim Labrouche,1051032526,Stub
France,France,65.9,Chrétien François de Lamoignon de Basville,1130312993,Stub
France,France,65.9,Antoine-Adrien Lamourette,1028717323,Start
France,France,65.9,Hyacinthe Gaëtan de Lannion,1102298432,Stub
France,France,65.9,Louis Lareng,1015040204,Stub
France,France,65.9,Hippolyte Laroche,1018403229,Start
France,France,65.9,Jean Le Mercier,1013755658,Start
France,France,65.9,Julien Leonardelli,1236884783,Stub
France,France,65.9,Charles Luca,1078027593,Stub
France,France,65.9,Jacques-Antoine Manuel,1154878992,Start
France,France,65.9,Jacques Marquet de Montbreton de Norvins,1179307870,Start
France,France,65.9,Henri Martin (winemaker),1186876051,Start
France,France,65.9,Philippe Massoni,1278915667,Stub
France,France,65.9,Jean Mattéoli,1190583920,Start
France,France,65.9,Charlemagne de Maupas,1280939220,C
France,France,65.9,Jeanne Mélin,1227216170,C
France,France,65.9,Paul Mentré,1182989689,Start
France,France,65.9,Dominique Meyer,1048487254,Start
France,France,65.9,Joseph François Augustin Monneron,1067577323,Stub
France,France,65.9,Gérard Montassier,1035506111,Start
France,France,65.9,Guillaume-Isidore Baron de Montbel,1070301638,C
France,France,65.9,Bernard Morel (economist),1193614285,Start
France,France,65.9,Alex Moscovitch,1064515089,Start
France,France,65.9,Bernard Mourad,1278879038,Start
France,France,65.9,Ilham Moussaïd,1022283736,Stub
France,France,65.9,Albert Ollivier,1285510809,Stub
France,France,65.9,Érik Orsenna,1043217114,Start
France,France,65.9,Joseph Ostermann,1038031433,Stub
France,France,65.9,Louis Pailhas,1238373598,Start
France,France,65.9,Philippe Paolantoni,1090798055,Stub
France,France,65.9,Alexandre Parodi,1176178490,GA
France,France,65.9,Hélène Pelosse,1274648319,Start
France,France,65.9,Gilles Pennelle,1059912671,Start
France,France,65.9,François-Xavier de Peretti,1097578275,Stub
France,France,65.9,Joseph Périer,1083557890,GA
France,France,65.9,Victor Perret,1181913232,C
France,France,65.9,Marc Perrin de Brichambaut,1279671800,Start
France,France,65.9,Marcel Petiot,1153492613,C
France,France,65.9,Henri Peyroux de la Coudrenière,1064536314,Start
France,France,65.9,"Louis Phélypeaux, comte de Saint-Florentin",1242015613,Start
France,France,65.9,"Louis Phélypeaux, Marquis of La Vrillière",1232009901,Start
France,France,65.9,"Louis Phélypeaux, Seigneur of La Vrillière",1174399650,Stub
France,France,65.9,Pierre Ferri-Pisani,1146987693,C
France,France,65.9,Ernest Pinard,1249045478,C
France,France,65.9,Antoine Portail,1177226693,Start
France,France,65.9,Michel Pouzol,1156550746,Stub
France,France,65.9,Rodolphe Prager,1289594788,Start
France,France,65.9,Gabriel Puaux,1130187679,Stub
France,France,65.9,"Jean-Pierre Casimir de Marcassus, Baron de Puymaurin",1060453879,Stub
France,France,65.9,Jean-Marie Rausch,1102856901,Stub
France,France,65.9,Marie Roch Louis Reybaud,1036783145,Start
France,France,65.9,René Ribière,1065601897,Stub
France,France,65.9,Antoine Richard du Cantal,1276617527,C
France,France,65.9,Marthe Richard,1109466529,GA
France,France,65.9,Joseph Romain-Desfossés,1138047488,Start
France,France,65.9,Claude Taleb,1191564985,Stub
France,France,65.9,François-Alexandre Tardiveau,1266306687,Stub
France,France,65.9,Jean Tavernier,1285645549,Stub
France,France,65.9,François Auguste de Thou,1071135539,Stub
France,France,65.9,Charles de Varigny,1203731860,C
France,France,65.9,Gaston Vidal,1029108747,Stub
France,France,65.9,Jean-Paul-Alban Villeneuve-Barcement,1203308747,Stub
Gabon,Gabon,2.4,Mathurin Anghiley,1175920250,Stub
Gabon,Gabon,2.4,Anguilè Ré-Dowé,1010596900,Start
Gabon,Gabon,2.4,Jean-Hilaire Aubame,1203501561,GA
Gabon,Gabon,2.4,Ida Reteno Assonouet,1102053266,Stub
Gabon,Gabon,2.4,Lee White (conservationist),1090095288,Stub
Gambia,Gambia,2.8,Amie Bojang-Sissoho,1044099140,Start
Gambia,Gambia,2.8,Abdoulie Bojang,1071565267,Stub
Gambia,Gambia,2.8,Buba Samura,1271771198,Stub
Gambia,Gambia,2.8,Mai Fatty,1058918333,Stub
Gambia,Gambia,2.8,Modou Bamba Gaye,1297858038,Stub
Gambia,Gambia,2.8,Amadou Scattred Janneh,1233745231,C
Gambia,Gambia,2.8,Fabakary Jatta,1262897599,Start
Gambia,Gambia,2.8,Dawda Jawara,1160503437,C
Gambia,Gambia,2.8,Joseph Henry Joof,1221143695,Stub
Gambia,Gambia,2.8,Ajaaratou Satang Jow,1074803631,Stub
Gambia,Gambia,2.8,Kunda Kamara,1005645156,Stub
Gambia,Gambia,2.8,Fatou Sanyang Kinteh,1102345640,Start
Gambia,Gambia,2.8,Muhammed Magassy,1217738429,Start
Gambia,Gambia,2.8,Alieu Badara Njie,1223310178,Start
Gambia,Gambia,2.8,Momodou Sabally,1248545498,Start
Gambia,Gambia,2.8,Lamin Saine,1175408425,Start
Gambia,Gambia,2.8,Pap Cheyassin Secka,1094822960,C
Gambia,Gambia,2.8,Alieu Badara Saja Taal,1172387151,Stub
Germany,Germany,84.9,Werner E. Ablaß,1276492040,Start
Germany,Germany,84.9,Shqiprim Arifi,1003801528,Start
Germany,Germany,84.9,Shqiprim Arifi,1024835869,Start
Serbia,Serbia,6.6,Shqiprim Arifi,1069296734,Start
Serbia,Serbia,6.6,Shqiprim Arifi,1035469903,Start
Germany,Germany,84.9,Lena Arnoldt,1203568292,Start
Germany,Germany,84.9,Rudolf Bahro,1289000802,C
Germany,Germany,84.9,Otto Ballerstedt,1154351377,C
Germany,Germany,84.9,Bruno Baum,1162845732,Start
Germany,Germany,84.9,Karl Theodor Bayrhoffer,1168557747,C
Germany,Germany,84.9,Otto Beck,1102417544,Start
Germany,Germany,84.9,Gerhard Besier,1024360193,C
Germany,Germany,84.9,Georg von Blumenthal,1147855161,C
Germany,Germany,84.9,Johann Christian von Boyneburg,1057912675,Stub
Germany,Germany,84.9,Torben Braga,1087150953,Start
Germany,Germany,84.9,Ignatz Bubis,1137905305,C
Germany,Germany,84.9,Wolf-Michael Catenhusen,1218433255,Start
Germany,Germany,84.9,John Ehret,1130453292,Start
Germany,Germany,84.9,Dieter Engels,1198319441,Stub
Germany,Germany,84.9,Christian Wilhelm Karl Ewald,1058848045,Stub
Germany,Germany,84.9,Christian August von Eyben,1222533301,Start
Germany,Germany,84.9,Georg Fein,1147386977,Start
Germany,Germany,84.9,Heinrich Fleißner,1273510531,Start
Germany,Germany,84.9,Winfried Fockenberg,1071909183,Stub
Germany,Germany,84.9,Friedrich Johannes Frommann,1138050657,Start
Germany,Germany,84.9,Paul Fugger von Kirchberg und Weißenhorn,1209258468,Stub
Germany,Germany,84.9,Günter Gaus,1248117179,GA
Germany,Germany,84.9,Friedrich von Gentz,1234388846,C
Germany,Germany,84.9,Carl Heinrich Wilhelm Hagen,1265149844,Stub
Germany,Germany,84.9,Gert Haller,1297852691,Stub
Germany,Germany,84.9,Ludwig Hassenpflug,1262423310,C
Germany,Germany,84.9,Hermann Heller (legal scholar),1051398614,C
Germany,Germany,84.9,Jakob Heller,1206383556,Stub
Germany,Germany,84.9,Ernst Henrici,1027987575,B
Germany,Germany,84.9,Rudolf Hilf,1154213075,Start
Germany,Germany,84.9,Joseph Hillebrand,1079033704,Start
Germany,Germany,84.9,Franka Hitzing,1010808868,Start
Germany,Germany,84.9,Herwart von Hohenburg,1090565366,Start
Germany,Germany,84.9,"Franz Christoph Anton, Count of Hohenzollern-Sigmaringen",1121420946,Start
Germany,Germany,84.9,Friedrich von Holstein,1206791828,C
Germany,Germany,84.9,Martin Horn (politician),1036494666,Start
Germany,Germany,84.9,Christoph Ernst von Houwald,1050852223,Start
Germany,Germany,84.9,Bernd Hüttemann,1258749035,Start
Germany,Germany,84.9,Emilie Kiep-Altenloh,1169400448,Stub
Germany,Germany,84.9,Johann Ludwig Klüber,1114436187,Stub
Germany,Germany,84.9,Werner Knieper,1204417580,Start
Germany,Germany,84.9,Caio Koch-Weser,1113479897,C
Germany,Germany,84.9,Tobias Köck,1097188675,Start
Germany,Germany,84.9,Francis Kruse,1021079000,Stub
Germany,Germany,84.9,Gottlob Johann Christian Kunth,1222230762,Start
Germany,Germany,84.9,Dieter Kunzelmann,1093581438,C
Germany,Germany,84.9,Marianne Laqueur,1245469990,C
Germany,Germany,84.9,Charles Lavy,1257528555,Stub
Germany,Germany,84.9,Karl Ledderhose,1112598706,GA
Germany,Germany,84.9,Felix Lichnowsky,1279330055,Start
Germany,Germany,84.9,Moriz Lieber,1059173759,Start
Germany,Germany,84.9,Ludwig von Lützow (politician),1011921892,Stub
Germany,Germany,84.9,Carl Otto von Madai,1217747664,Stub
Germany,Germany,84.9,Armin Mohler,1296445477,GA
Germany,Germany,84.9,Max Montgelas,1152261385,Start
Germany,Germany,84.9,Wolfgang Müller von Königswinter,1008649385,C
Germany,Germany,84.9,Joseph Musiol,1031698613,Start
Germany,Germany,84.9,Theodor Olshausen,1087893051,Start
Germany,Germany,84.9,Dietrich Heinrich Ludwig von Ompteda,1146761432,Start
Germany,Germany,84.9,Max von Oppenheim,1098850606,FA
Germany,Germany,84.9,Christian Theodor Overbeck,1290580360,Stub
Germany,Germany,84.9,Hans Paasche,1276704168,C
Germany,Germany,84.9,Walter von Saint Paul-Illaire,1220105382,C
Germany,Germany,84.9,Friedrich-Carl Peus,1016613987,Stub
Germany,Germany,84.9,H. Busso Peus,1055777741,Stub
Germany,Germany,84.9,Franz Seraph von Pfistermeister,1250889520,Start
Germany,Germany,84.9,Adolf Pilar von Pilchau,1045447417,Start
Germany,Germany,84.9,Gunter Pleuger,1057357596,Stub
Germany,Germany,84.9,Johan Rantzau,1129196130,Start
Germany,Germany,84.9,Prince Richard of Hesse,1183406056,GA
