name,url,country
"Manuel Marrero Cruz","https://en.wikipedia.org/wiki/Manuel_Marrero_Cruz","Cuba"
"Rubén Martínez Puente","https://en.wikipedia.org/wiki/Rubén_Martínez_Puente","Cuba"
"Augusto Martínez Sánchez","https://en.wikipedia.org/wiki/Augusto_Martínez_Sánchez","Cuba"
"Bartolomé Masó","https://en.wikipedia.org/wiki/Bartolomé_Masó","Cuba"
"Ramón Meza y Suárez Inclán","https://en.wikipedia.org/wiki/Ramón_Meza_y_Suárez_Inclán","Cuba"
"Rafael Montoro","https://en.wikipedia.org/wiki/Rafael_Montoro","Cuba"
"Bartolomé Morales","https://en.wikipedia.org/wiki/Bartolomé_Morales","Cuba"
"José Núñez de Cáceres","https://en.wikipedia.org/wiki/José_Núñez_de_Cáceres","Cuba"
"Juan Vitalio Acuña Núñez","https://en.wikipedia.org/wiki/Juan_Vitalio_Acuña_Núñez","Cuba"
"Frank País","https://en.wikipedia.org/wiki/Frank_País","Cuba"
"Pedro Esteban González-Larrinaga","https://en.wikipedia.org/wiki/Pedro_Esteban_González-Larrinaga","Cuba"
"Guillermo Portela","https://en.wikipedia.org/wiki/Guillermo_Portela","Cuba"
"Juan Nepomuceno de Quesada","https://en.wikipedia.org/wiki/Juan_Nepomuceno_de_Quesada","Cuba"
"Luis Alberto Rodríguez López-Calleja","https://en.wikipedia.org/wiki/Luis_Alberto_Rodríguez_López-Calleja","Cuba"
"Francisco Sánchez Betancourt","https://en.wikipedia.org/wiki/Francisco_Sánchez_Betancourt","Cuba"
"Salvador José de Muro, 2nd Marquis of Someruelos","https://en.wikipedia.org/wiki/Salvador_José_de_Muro,_2nd_Marquis_of_Someruelos","Cuba"
"Laureano de Torres y Ayala","https://en.wikipedia.org/wiki/Laureano_de_Torres_y_Ayala","Cuba"
"Salvador Valdés Mesa","https://en.wikipedia.org/wiki/Salvador_Valdés_Mesa","Cuba"
"Antonio Zambrana","https://en.wikipedia.org/wiki/Antonio_Zambrana","Cuba"
"Mine Atlı","https://en.wikipedia.org/wiki/Mine_Atlı","Cyprus"
"Christos Christou (politician)","https://en.wikipedia.org/wiki/Christos_Christou_(politician)","Cyprus"
"Ioannis Clerides","https://en.wikipedia.org/wiki/Ioannis_Clerides","Cyprus"
"Katherine Clerides","https://en.wikipedia.org/wiki/Katherine_Clerides","Cyprus"
"Takis Evdokas","https://en.wikipedia.org/wiki/Takis_Evdokas","Cyprus"
"Oz Karahan","https://en.wikipedia.org/wiki/Oz_Karahan","Cyprus"
"Stelios Koiliaris","https://en.wikipedia.org/wiki/Stelios_Koiliaris","Cyprus"
"Andreas Koukouma","https://en.wikipedia.org/wiki/Andreas_Koukouma","Cyprus"
"Pantelis Kouros","https://en.wikipedia.org/wiki/Pantelis_Kouros","Cyprus"
"Kyrillos III of Cyprus","https://en.wikipedia.org/wiki/Kyrillos_III_of_Cyprus","Cyprus"
"Michalis Paraskevas","https://en.wikipedia.org/wiki/Michalis_Paraskevas","Cyprus"
"Christos Patsalides","https://en.wikipedia.org/wiki/Christos_Patsalides","Cyprus"
"Nicos A. Rolandis","https://en.wikipedia.org/wiki/Nicos_A._Rolandis","Cyprus"
"Benon Sevan","https://en.wikipedia.org/wiki/Benon_Sevan","Cyprus"
"Stefanos Stefanou","https://en.wikipedia.org/wiki/Stefanos_Stefanou","Cyprus"
"Michael Zampelas","https://en.wikipedia.org/wiki/Michael_Zampelas","Cyprus"
"Josef Barák","https://en.wikipedia.org/wiki/Josef_Barák","Czechia"
"Dagmar Burešová","https://en.wikipedia.org/wiki/Dagmar_Burešová","Czechia"
"František Ringo Čech","https://en.wikipedia.org/wiki/František_Ringo_Čech","Czechia"
"Jaroslav Chalupský","https://en.wikipedia.org/wiki/Jaroslav_Chalupský","Czechia"
"Count Václav Antonín Chotek of Chotkov and Vojnín","https://en.wikipedia.org/wiki/Count_Václav_Antonín_Chotek_of_Chotkov_and_Vojnín","Czechia"
"Petr Cibulka","https://en.wikipedia.org/wiki/Petr_Cibulka","Czechia"
"Josef Šebestián Daubek","https://en.wikipedia.org/wiki/Josef_Šebestián_Daubek","Czechia"
"Karel Domin","https://en.wikipedia.org/wiki/Karel_Domin","Czechia"
"Jaroslav Foldyna","https://en.wikipedia.org/wiki/Jaroslav_Foldyna","Czechia"
"Vladimír Franz","https://en.wikipedia.org/wiki/Vladimír_Franz","Czechia"
"Josef Václav Frič","https://en.wikipedia.org/wiki/Josef_Václav_Frič","Czechia"
"Radola Gajda","https://en.wikipedia.org/wiki/Radola_Gajda","Czechia"
"Julius Gregr","https://en.wikipedia.org/wiki/Julius_Gregr","Czechia"
"Tomáš Grulich","https://en.wikipedia.org/wiki/Tomáš_Grulich","Czechia"
"Karel Havlík","https://en.wikipedia.org/wiki/Karel_Havlík","Czechia"
"Eduard Hedvicek","https://en.wikipedia.org/wiki/Eduard_Hedvicek","Czechia"
"Vladimír Hučín","https://en.wikipedia.org/wiki/Vladimír_Hučín","Czechia"
"Stanislav Huml","https://en.wikipedia.org/wiki/Stanislav_Huml","Czechia"
"Martin Jahn","https://en.wikipedia.org/wiki/Martin_Jahn","Czechia"
"Antonín Janoušek","https://en.wikipedia.org/wiki/Antonín_Janoušek","Czechia"
"Josef Ježek","https://en.wikipedia.org/wiki/Josef_Ježek","Czechia"
"Ladislav Jirků","https://en.wikipedia.org/wiki/Ladislav_Jirků","Czechia"
"Svatopluk Karásek","https://en.wikipedia.org/wiki/Svatopluk_Karásek","Czechia"
"Wenzel Anton, Prince of Kaunitz-Rietberg","https://en.wikipedia.org/wiki/Wenzel_Anton,_Prince_of_Kaunitz-Rietberg","Czechia"
"Philip Kinsky of Wchinitz and Tettau","https://en.wikipedia.org/wiki/Philip_Kinsky_of_Wchinitz_and_Tettau","Czechia"
"Bohuslav Kokotek","https://en.wikipedia.org/wiki/Bohuslav_Kokotek","Czechia"
"Jiří Kopal","https://en.wikipedia.org/wiki/Jiří_Kopal","Czechia"
"Jan Krejčí","https://en.wikipedia.org/wiki/Jan_Krejčí","Czechia"
"Tomáš Kvapil","https://en.wikipedia.org/wiki/Tomáš_Kvapil","Czechia"
"Jan Lacina","https://en.wikipedia.org/wiki/Jan_Lacina","Czechia"
"Lubomír Ledl","https://en.wikipedia.org/wiki/Lubomír_Ledl","Czechia"
"Miroslav Lidinský","https://en.wikipedia.org/wiki/Miroslav_Lidinský","Czechia"
"Jiří Lobkowicz","https://en.wikipedia.org/wiki/Jiří_Lobkowicz","Czechia"
"Jiří Löw","https://en.wikipedia.org/wiki/Jiří_Löw","Czechia"
"Ivan Mašek","https://en.wikipedia.org/wiki/Ivan_Mašek","Czechia"
"Mikuláš of Hus","https://en.wikipedia.org/wiki/Mikuláš_of_Hus","Czechia"
"Zdeněk Mraček","https://en.wikipedia.org/wiki/Zdeněk_Mraček","Czechia"
"Jana Nečasová","https://en.wikipedia.org/wiki/Jana_Nečasová","Czechia"
"Joseph Nekl","https://en.wikipedia.org/wiki/Joseph_Nekl","Czechia"
"Jiří Oberfalzer","https://en.wikipedia.org/wiki/Jiří_Oberfalzer","Czechia"
"Roman Onderka","https://en.wikipedia.org/wiki/Roman_Onderka","Czechia"
"Vladimír Oplt","https://en.wikipedia.org/wiki/Vladimír_Oplt","Czechia"
"Mojmír Povolný","https://en.wikipedia.org/wiki/Mojmír_Povolný","Czechia"
"Vladimír Príkazský","https://en.wikipedia.org/wiki/Vladimír_Príkazský","Czechia"
"Ondřej Přikryl","https://en.wikipedia.org/wiki/Ondřej_Přikryl","Czechia"
"Jozef Regec","https://en.wikipedia.org/wiki/Jozef_Regec","Czechia"
"František Reichel","https://en.wikipedia.org/wiki/František_Reichel","Czechia"
"Bedřich Reicin","https://en.wikipedia.org/wiki/Bedřich_Reicin","Czechia"
"Richard Sacher","https://en.wikipedia.org/wiki/Richard_Sacher","Czechia"
"Tomáš Eduard Šilinger","https://en.wikipedia.org/wiki/Tomáš_Eduard_Šilinger","Czechia"
"Karel Sladkovský","https://en.wikipedia.org/wiki/Karel_Sladkovský","Czechia"
"Karel Štogl","https://en.wikipedia.org/wiki/Karel_Štogl","Czechia"
"Matěj Stropnický","https://en.wikipedia.org/wiki/Matěj_Stropnický","Czechia"
"Jiří Svoboda (director)","https://en.wikipedia.org/wiki/Jiří_Svoboda_(director)","Czechia"
"Miroslav Tetter","https://en.wikipedia.org/wiki/Miroslav_Tetter","Czechia"
"Leopold, Count von Thun und Hohenstein","https://en.wikipedia.org/wiki/Leopold,_Count_von_Thun_und_Hohenstein","Czechia"
"Tomáš Vandas","https://en.wikipedia.org/wiki/Tomáš_Vandas","Czechia"
"Jiří Ventruba","https://en.wikipedia.org/wiki/Jiří_Ventruba","Czechia"
"Jan Vrba (politician)","https://en.wikipedia.org/wiki/Jan_Vrba_(politician)","Czechia"
"Stanislav Žalud","https://en.wikipedia.org/wiki/Stanislav_Žalud","Czechia"
"Moussa Ali Abdoulkader","https://en.wikipedia.org/wiki/Moussa_Ali_Abdoulkader","Djibouti"
"Djama Ali Moussa","https://en.wikipedia.org/wiki/Djama_Ali_Moussa","Djibouti"
"Choukri Djibah","https://en.wikipedia.org/wiki/Choukri_Djibah","Djibouti"
"Omar Farah Iltireh","https://en.wikipedia.org/wiki/Omar_Farah_Iltireh","Djibouti"
"Daher Ahmed Farah","https://en.wikipedia.org/wiki/Daher_Ahmed_Farah","Djibouti"
"Ahmed Goumane-Roble","https://en.wikipedia.org/wiki/Ahmed_Goumane-Roble","Djibouti"
"Halo Mohamed Ibrahim","https://en.wikipedia.org/wiki/Halo_Mohamed_Ibrahim","Djibouti"
"Barkat Gourad Hamadou","https://en.wikipedia.org/wiki/Barkat_Gourad_Hamadou","Djibouti"
"Mahmoud Harbi","https://en.wikipedia.org/wiki/Mahmoud_Harbi","Djibouti"
"Abdallah Barkat Ibrahim","https://en.wikipedia.org/wiki/Abdallah_Barkat_Ibrahim","Djibouti"
"Mohamed Kamil","https://en.wikipedia.org/wiki/Mohamed_Kamil","Djibouti"
"Mahamoud Moustapha Daher","https://en.wikipedia.org/wiki/Mahamoud_Moustapha_Daher","Djibouti"
"Ahmed-Idriss Moussa","https://en.wikipedia.org/wiki/Ahmed-Idriss_Moussa","Djibouti"
"Omar Osman Rabe","https://en.wikipedia.org/wiki/Omar_Osman_Rabe","Djibouti"
"Mohamed Warsama Ragueh","https://en.wikipedia.org/wiki/Mohamed_Warsama_Ragueh","Djibouti"
"President of the Dominican Republic","https://en.wikipedia.org/wiki/President_of_the_Dominican_Republic","Dominican Republic"
"Johnny Abbes","https://en.wikipedia.org/wiki/Johnny_Abbes","Dominican Republic"
"José Rafael Abinader","https://en.wikipedia.org/wiki/José_Rafael_Abinader","Dominican Republic"
"Yamil Abreu Navarro","https://en.wikipedia.org/wiki/Yamil_Abreu_Navarro","Dominican Republic"
"Roberto Álvarez Gil","https://en.wikipedia.org/wiki/Roberto_Álvarez_Gil","Dominican Republic"
"Casimiro Antonio Marte Familia","https://en.wikipedia.org/wiki/Casimiro_Antonio_Marte_Familia","Dominican Republic"
"Ramón Marrero Aristy","https://en.wikipedia.org/wiki/Ramón_Marrero_Aristy","Dominican Republic"
"José María Cabral y Báez","https://en.wikipedia.org/wiki/José_María_Cabral_y_Báez","Dominican Republic"
"José María Caminero","https://en.wikipedia.org/wiki/José_María_Caminero","Dominican Republic"
"Miguel Cocco","https://en.wikipedia.org/wiki/Miguel_Cocco","Dominican Republic"
"Ramón Tapia Espinal","https://en.wikipedia.org/wiki/Ramón_Tapia_Espinal","Dominican Republic"
"Viriato Fiallo","https://en.wikipedia.org/wiki/Viriato_Fiallo","Dominican Republic"
"Franklin Franco","https://en.wikipedia.org/wiki/Franklin_Franco","Dominican Republic"
"José Gabriel García","https://en.wikipedia.org/wiki/José_Gabriel_García","Dominican Republic"
"Rosa Gómez de Mejía","https://en.wikipedia.org/wiki/Rosa_Gómez_de_Mejía","Dominican Republic"
"Maximiliano Gómez","https://en.wikipedia.org/wiki/Maximiliano_Gómez","Dominican Republic"
"Juan Isidro Jimenes Grullón","https://en.wikipedia.org/wiki/Juan_Isidro_Jimenes_Grullón","Dominican Republic"
"Isabel Mayer","https://en.wikipedia.org/wiki/Isabel_Mayer","Dominican Republic"
"Valentin Medrano Pérez","https://en.wikipedia.org/wiki/Valentin_Medrano_Pérez","Dominican Republic"
"Miguel Mejía (politician)","https://en.wikipedia.org/wiki/Miguel_Mejía_(politician)","Dominican Republic"
"Matías Ramón Mella","https://en.wikipedia.org/wiki/Matías_Ramón_Mella","Dominican Republic"
"Guillermo Moreno García","https://en.wikipedia.org/wiki/Guillermo_Moreno_García","Dominican Republic"
"Juan Vicente Moscoso","https://en.wikipedia.org/wiki/Juan_Vicente_Moscoso","Dominican Republic"
"José Ignacio Paliza","https://en.wikipedia.org/wiki/José_Ignacio_Paliza","Dominican Republic"
"Porfirio Andrés Bautista García","https://en.wikipedia.org/wiki/Porfirio_Andrés_Bautista_García","Dominican Republic"
"Emilio Prud'Homme","https://en.wikipedia.org/wiki/Emilio_Prud'Homme","Dominican Republic"
"Ramón Antonio Ramírez","https://en.wikipedia.org/wiki/Ramón_Antonio_Ramírez","Dominican Republic"
"Roberto Salcedo Sr.","https://en.wikipedia.org/wiki/Roberto_Salcedo_Sr.","Dominican Republic"
"Juan Sánchez Ramírez","https://en.wikipedia.org/wiki/Juan_Sánchez_Ramírez","Dominican Republic"
"Francisco del Rosario Sánchez","https://en.wikipedia.org/wiki/Francisco_del_Rosario_Sánchez","Dominican Republic"
"Julián Serulle","https://en.wikipedia.org/wiki/Julián_Serulle","Dominican Republic"
"Josefina Stubbs","https://en.wikipedia.org/wiki/Josefina_Stubbs","Dominican Republic"
"Tomás Pimentel","https://en.wikipedia.org/wiki/Tomás_Pimentel","Dominican Republic"
"Jack Veneno","https://en.wikipedia.org/wiki/Jack_Veneno","Dominican Republic"
"Geovanny Vicente","https://en.wikipedia.org/wiki/Geovanny_Vicente","Dominican Republic"
"Abelardo Vicioso","https://en.wikipedia.org/wiki/Abelardo_Vicioso","Dominican Republic"
"Elías Wessin y Wessin","https://en.wikipedia.org/wiki/Elías_Wessin_y_Wessin","Dominican Republic"
"Jorge Radhamés Zorrilla Ozuna","https://en.wikipedia.org/wiki/Jorge_Radhamés_Zorrilla_Ozuna","Dominican Republic"
"Aliança de Araújo","https://en.wikipedia.org/wiki/Aliança_de_Araújo","Timor Leste"
"Manuel Carrascalão","https://en.wikipedia.org/wiki/Manuel_Carrascalão","Timor Leste"
"Brigida Antónia Correia","https://en.wikipedia.org/wiki/Brigida_Antónia_Correia","Timor Leste"
"Isabel da Costa Ferreira","https://en.wikipedia.org/wiki/Isabel_da_Costa_Ferreira","Timor Leste"
"Albina Marçal Freitas","https://en.wikipedia.org/wiki/Albina_Marçal_Freitas","Timor Leste"
"Ángela Freitas","https://en.wikipedia.org/wiki/Ángela_Freitas","Timor Leste"
"Justino Mota","https://en.wikipedia.org/wiki/Justino_Mota","Timor Leste"
"Olinda Morais","https://en.wikipedia.org/wiki/Olinda_Morais","Timor Leste"
"Manuel Magalhaes de Oliveira","https://en.wikipedia.org/wiki/Manuel_Magalhaes_de_Oliveira","Timor Leste"
"Alfredo Pires","https://en.wikipedia.org/wiki/Alfredo_Pires","Timor Leste"
"Nino Konis Santana","https://en.wikipedia.org/wiki/Nino_Konis_Santana","Timor Leste"
"José Abílio Osório Soares","https://en.wikipedia.org/wiki/José_Abílio_Osório_Soares","Timor Leste"
"João da Costa Tavares","https://en.wikipedia.org/wiki/João_da_Costa_Tavares","Timor Leste"
"Mário Viegas Carrascalão","https://en.wikipedia.org/wiki/Mário_Viegas_Carrascalão","Timor Leste"
"Maria Terezinha Viegas","https://en.wikipedia.org/wiki/Maria_Terezinha_Viegas","Timor Leste"
"Luzmila Abad","https://en.wikipedia.org/wiki/Luzmila_Abad","Ecuador"
"Julio Martinez Acosta","https://en.wikipedia.org/wiki/Julio_Martinez_Acosta","Ecuador"
"Carlos Arizaga Toral","https://en.wikipedia.org/wiki/Carlos_Arizaga_Toral","Ecuador"
"Aurora Estrada y Ayala","https://en.wikipedia.org/wiki/Aurora_Estrada_y_Ayala","Ecuador"
"Fernando Balda","https://en.wikipedia.org/wiki/Fernando_Balda","Ecuador"
"María Sol Corral","https://en.wikipedia.org/wiki/María_Sol_Corral","Ecuador"
"Jaime Durán Barba","https://en.wikipedia.org/wiki/Jaime_Durán_Barba","Ecuador"
"Xavier Enderica","https://en.wikipedia.org/wiki/Xavier_Enderica","Ecuador"
"Isabel Enriquez","https://en.wikipedia.org/wiki/Isabel_Enriquez","Ecuador"
"Ibeth Estupiñán","https://en.wikipedia.org/wiki/Ibeth_Estupiñán","Ecuador"
"Guillermo Franco (Ecuadorian general)","https://en.wikipedia.org/wiki/Guillermo_Franco_(Ecuadorian_general)","Ecuador"
"Galo Lara","https://en.wikipedia.org/wiki/Galo_Lara","Ecuador"
"Andrea González Náder","https://en.wikipedia.org/wiki/Andrea_González_Náder","Ecuador"
"Pablo Guerrero Martinez","https://en.wikipedia.org/wiki/Pablo_Guerrero_Martinez","Ecuador"
"Agustín Intriago","https://en.wikipedia.org/wiki/Agustín_Intriago","Ecuador"
"Jaminton Intriago","https://en.wikipedia.org/wiki/Jaminton_Intriago","Ecuador"
"Roberto Izurieta","https://en.wikipedia.org/wiki/Roberto_Izurieta","Ecuador"
"Marcel Jacobo Laniado de Wind","https://en.wikipedia.org/wiki/Marcel_Jacobo_Laniado_de_Wind","Ecuador"
"Luis A. Martínez","https://en.wikipedia.org/wiki/Luis_A._Martínez","Ecuador"
"Pedro Moncayo","https://en.wikipedia.org/wiki/Pedro_Moncayo","Ecuador"
"Mayra Montaño","https://en.wikipedia.org/wiki/Mayra_Montaño","Ecuador"
"Fabrizio Moreira","https://en.wikipedia.org/wiki/Fabrizio_Moreira","Ecuador"
"Diego Morejón","https://en.wikipedia.org/wiki/Diego_Morejón","Ecuador"
"Catalina Ontaneda","https://en.wikipedia.org/wiki/Catalina_Ontaneda","Ecuador"
"Johanna Ortiz","https://en.wikipedia.org/wiki/Johanna_Ortiz","Ecuador"
"Mónica Palencia","https://en.wikipedia.org/wiki/Mónica_Palencia","Ecuador"
"Ismael Pérez Pazmiño","https://en.wikipedia.org/wiki/Ismael_Pérez_Pazmiño","Ecuador"
"Filoteo Samaniego","https://en.wikipedia.org/wiki/Filoteo_Samaniego","Ecuador"
"Gabriela Sommerfeld","https://en.wikipedia.org/wiki/Gabriela_Sommerfeld","Ecuador"
"Arianna Tanca","https://en.wikipedia.org/wiki/Arianna_Tanca","Ecuador"
"Alfredo Vera Vera","https://en.wikipedia.org/wiki/Alfredo_Vera_Vera","Ecuador"
"Paola Vintimilla","https://en.wikipedia.org/wiki/Paola_Vintimilla","Ecuador"
"Mariana Yumbay","https://en.wikipedia.org/wiki/Mariana_Yumbay","Ecuador"
"Ahmad Pasha al-Munkali","https://en.wikipedia.org/wiki/Ahmad_Pasha_al-Munkali","Egypt"
"Ahmed Issa (Egyptian politician)","https://en.wikipedia.org/wiki/Ahmed_Issa_(Egyptian_politician)","Egypt"
"Hamdi al-Sayyid","https://en.wikipedia.org/wiki/Hamdi_al-Sayyid","Egypt"
"Mohsen Badawi","https://en.wikipedia.org/wiki/Mohsen_Badawi","Egypt"
"Abdelfattah al-Banna","https://en.wikipedia.org/wiki/Abdelfattah_al-Banna","Egypt"
"Joseph Cattaui","https://en.wikipedia.org/wiki/Joseph_Cattaui","Egypt"
"Khaled Dawoud","https://en.wikipedia.org/wiki/Khaled_Dawoud","Egypt"
"Nabil Dibis","https://en.wikipedia.org/wiki/Nabil_Dibis","Egypt"
"Ahmed Emad El-Din Radi","https://en.wikipedia.org/wiki/Ahmed_Emad_El-Din_Radi","Egypt"
"Sameh Seif El-Yazal","https://en.wikipedia.org/wiki/Sameh_Seif_El-Yazal","Egypt"
"Ibrahim El-Gohary","https://en.wikipedia.org/wiki/Ibrahim_El-Gohary","Egypt"
"Mamdouh Habib","https://en.wikipedia.org/wiki/Mamdouh_Habib","Egypt"
"Rafik Habib","https://en.wikipedia.org/wiki/Rafik_Habib","Egypt"
"Hisham Amna","https://en.wikipedia.org/wiki/Hisham_Amna","Egypt"
"Mohamed Ismail","https://en.wikipedia.org/wiki/Mohamed_Ismail","Egypt"
"Khaled Aly el-Bakly","https://en.wikipedia.org/wiki/Khaled_Aly_el-Bakly","Egypt"
"Mostafa Madbouly","https://en.wikipedia.org/wiki/Mostafa_Madbouly","Egypt"
"Mahmoud Ahmad Ibiary","https://en.wikipedia.org/wiki/Mahmoud_Ahmad_Ibiary","Egypt"
"Mahmoud Esmat","https://en.wikipedia.org/wiki/Mahmoud_Esmat","Egypt"
"Mona Makram-Ebeid","https://en.wikipedia.org/wiki/Mona_Makram-Ebeid","Egypt"
"Gawdat al-Malt","https://en.wikipedia.org/wiki/Gawdat_al-Malt","Egypt"
"Ahmad Mazlum","https://en.wikipedia.org/wiki/Ahmad_Mazlum","Egypt"
"George Messiha","https://en.wikipedia.org/wiki/George_Messiha","Egypt"
"Mohamed Maait","https://en.wikipedia.org/wiki/Mohamed_Maait","Egypt"
"Mostafa Alnagar","https://en.wikipedia.org/wiki/Mostafa_Alnagar","Egypt"
"Omar Marwan","https://en.wikipedia.org/wiki/Omar_Marwan","Egypt"
"Qatawi family","https://en.wikipedia.org/wiki/Qatawi_family","Egypt"
"Diaa Rashwan","https://en.wikipedia.org/wiki/Diaa_Rashwan","Egypt"
"Talaat Sadat","https://en.wikipedia.org/wiki/Talaat_Sadat","Egypt"
"Soares family","https://en.wikipedia.org/wiki/Soares_family","Egypt"
"Soha Gendi","https://en.wikipedia.org/wiki/Soha_Gendi","Egypt"
"Youssef Zulficar Pasha","https://en.wikipedia.org/wiki/Youssef_Zulficar_Pasha","Egypt"
"Abdullah Omran Taryam","https://en.wikipedia.org/wiki/Abdullah_Omran_Taryam","United Arab Emirates"
"Ahmed bin Mohammed Al Maktoum","https://en.wikipedia.org/wiki/Ahmed_bin_Mohammed_Al_Maktoum","United Arab Emirates"
"Mohamed bin Hadi Al Hussaini","https://en.wikipedia.org/wiki/Mohamed_bin_Hadi_Al_Hussaini","United Arab Emirates"
"Hassan al Diqqi","https://en.wikipedia.org/wiki/Hassan_al_Diqqi","United Arab Emirates"
"Ahmed bin Rashid Al Maktoum","https://en.wikipedia.org/wiki/Ahmed_bin_Rashid_Al_Maktoum","United Arab Emirates"
"Ahmed bin Saeed Al Maktoum","https://en.wikipedia.org/wiki/Ahmed_bin_Saeed_Al_Maktoum","United Arab Emirates"
"Mohammed bin Khalifa Al Maktoum","https://en.wikipedia.org/wiki/Mohammed_bin_Khalifa_Al_Maktoum","United Arab Emirates"
"Saeed bin Maktoum bin Hasher Al Maktoum","https://en.wikipedia.org/wiki/Saeed_bin_Maktoum_bin_Hasher_Al_Maktoum","United Arab Emirates"
"Hawaa Al Mansoori","https://en.wikipedia.org/wiki/Hawaa_Al_Mansoori","United Arab Emirates"
"Mohammed bin Saud Al Qasimi","https://en.wikipedia.org/wiki/Mohammed_bin_Saud_Al_Qasimi","United Arab Emirates"
"Hamed bin Zayed Al Nahyan","https://en.wikipedia.org/wiki/Hamed_bin_Zayed_Al_Nahyan","United Arab Emirates"
"Khaled bin Mohamed Al Nahyan","https://en.wikipedia.org/wiki/Khaled_bin_Mohamed_Al_Nahyan","United Arab Emirates"
"Mohammed bin Khalifa bin Zayed Al Nahyan","https://en.wikipedia.org/wiki/Mohammed_bin_Khalifa_bin_Zayed_Al_Nahyan","United Arab Emirates"
"Mohamed bin Zayed Al Nahyan","https://en.wikipedia.org/wiki/Mohamed_bin_Zayed_Al_Nahyan","United Arab Emirates"
"Saeed bin Zayed Al Nahyan","https://en.wikipedia.org/wiki/Saeed_bin_Zayed_Al_Nahyan","United Arab Emirates"
"Saqr bin Zayed Al Nahyan","https://en.wikipedia.org/wiki/Saqr_bin_Zayed_Al_Nahyan","United Arab Emirates"
"Shakhbut bin Sultan Al Nahyan","https://en.wikipedia.org/wiki/Shakhbut_bin_Sultan_Al_Nahyan","United Arab Emirates"
"Mohammed Hussein Al Shaali","https://en.wikipedia.org/wiki/Mohammed_Hussein_Al_Shaali","United Arab Emirates"
"Abdulaziz Nasser Al Shamsi","https://en.wikipedia.org/wiki/Abdulaziz_Nasser_Al_Shamsi","United Arab Emirates"
"Ahmad Al Tayer","https://en.wikipedia.org/wiki/Ahmad_Al_Tayer","United Arab Emirates"
"Vice President of the United Arab Emirates","https://en.wikipedia.org/wiki/Vice_President_of_the_United_Arab_Emirates","United Arab Emirates"
"Felipe Hinestrosa Ikaka","https://en.wikipedia.org/wiki/Felipe_Hinestrosa_Ikaka","Equatorial Guinea"
"Manuel Osa Nsue Nsua","https://en.wikipedia.org/wiki/Manuel_Osa_Nsue_Nsua","Equatorial Guinea"
"Ahmed Mohammed Nasser","https://en.wikipedia.org/wiki/Ahmed_Mohammed_Nasser","Eritrea"
"Ambaye Wolde Mariam","https://en.wikipedia.org/wiki/Ambaye_Wolde_Mariam","Eritrea"
"Girma Asmerom","https://en.wikipedia.org/wiki/Girma_Asmerom","Eritrea"
"Tedla Bairu","https://en.wikipedia.org/wiki/Tedla_Bairu","Eritrea"
"Hamid Ferej","https://en.wikipedia.org/wiki/Hamid_Ferej","Eritrea"
"Berhane Habtemariam","https://en.wikipedia.org/wiki/Berhane_Habtemariam","Eritrea"
"Habtezion Hadgu","https://en.wikipedia.org/wiki/Habtezion_Hadgu","Eritrea"
"Ibrahim Harun","https://en.wikipedia.org/wiki/Ibrahim_Harun","Eritrea"
"Abraha Kassa","https://en.wikipedia.org/wiki/Abraha_Kassa","Eritrea"
"Abdulkadir Kebire","https://en.wikipedia.org/wiki/Abdulkadir_Kebire","Eritrea"
"Abraham Kidane","https://en.wikipedia.org/wiki/Abraham_Kidane","Eritrea"
"Mohammed Saeed Nawed","https://en.wikipedia.org/wiki/Mohammed_Saeed_Nawed","Eritrea"
"Ibrahim Omer","https://en.wikipedia.org/wiki/Ibrahim_Omer","Eritrea"
"Ali Radai","https://en.wikipedia.org/wiki/Ali_Radai","Eritrea"
"Romodan Mohammed Nur","https://en.wikipedia.org/wiki/Romodan_Mohammed_Nur","Eritrea"
"Lehte Hainsalu","https://en.wikipedia.org/wiki/Lehte_Hainsalu","Estonia"
"Carl Robert Jakobson","https://en.wikipedia.org/wiki/Carl_Robert_Jakobson","Estonia"
"August Janson","https://en.wikipedia.org/wiki/August_Janson","Estonia"
"Elmar Järvesoo","https://en.wikipedia.org/wiki/Elmar_Järvesoo","Estonia"
"Harald Laksberg","https://en.wikipedia.org/wiki/Harald_Laksberg","Estonia"
"Jüri Liim","https://en.wikipedia.org/wiki/Jüri_Liim","Estonia"
"Andi Meister","https://en.wikipedia.org/wiki/Andi_Meister","Estonia"
"Friedrich Niggol","https://en.wikipedia.org/wiki/Friedrich_Niggol","Estonia"
"Andrei Prii","https://en.wikipedia.org/wiki/Andrei_Prii","Estonia"
"Theodor Rõuk","https://en.wikipedia.org/wiki/Theodor_Rõuk","Estonia"
"Toomas Sildmäe","https://en.wikipedia.org/wiki/Toomas_Sildmäe","Estonia"
"Heino Sisask","https://en.wikipedia.org/wiki/Heino_Sisask","Estonia"
"Ants Tamme","https://en.wikipedia.org/wiki/Ants_Tamme","Estonia"
"Kirill Teiter","https://en.wikipedia.org/wiki/Kirill_Teiter","Estonia"
"Georg Trašanov","https://en.wikipedia.org/wiki/Georg_Trašanov","Estonia"
"Atnafu Abate","https://en.wikipedia.org/wiki/Atnafu_Abate","Ethiopia"
"Abdirahman Eid Daahir","https://en.wikipedia.org/wiki/Abdirahman_Eid_Daahir","Ethiopia"
